TargetName	GenomeBuild	Run 3 Group 3 19_05_2023 | 001 | Full ROI	Run 3 Group 3 19_05_2023 | 002 | Full ROI	Run 3 Group 3 19_05_2023 | 003 | Full ROI	Run 3 Group 3 19_05_2023 | 004 | Full ROI	Run 3 Group 3 19_05_2023 | 005 | Full ROI	Run 3 Group 3 19_05_2023 | 006 | Full ROI	Run 3 Group 3 19_05_2023 | 007 | Full ROI	Run 3 Group 3 19_05_2023 | 008 | Full ROI	Run 3 Group 3 19_05_2023 | 009 | Full ROI	Run 3 Group 3 19_05_2023 | 010 | Full ROI	Run 3 Group 3 19_05_2023 | 011 | Full ROI	Run 3 Group 3 19_05_2023 | 012 | Full ROI	Run 3 Group 3 19_05_2023 | 013 | Full ROI	Run 3 Group 3 19_05_2023 | 014 | Full ROI	Run 3 Group 3 19_05_2023 | 015 | Full ROI	Run 3 Group 3 19_05_2023 | 016 | Full ROI	Run 3 Group 3 19_05_2023 | 017 | Full ROI	Run 3 Group 3 19_05_2023 | 018 | Full ROI	Run 3 Group 3 19_05_2023 | 019 | Full ROI	Run 3 Group 3 19_05_2023 | 020 | Full ROI	Run 3 Group 3 19_05_2023 | 021 | Full ROI	Run 3 Group 3 19_05_2023 | 022 | Full ROI	Run 3 Group 3 19_05_2023 | 023 | Full ROI	Run 3 Group 3 19_05_2023 | 024 | Full ROI	Run 3 Group 3 19_05_2023 | 025 | Full ROI	Run 3 Group 3 19_05_2023 | 026 | Full ROI	Run 3 Group 3 19_05_2023 | 027 | Full ROI	Run 3 Group 3 19_05_2023 | 028 | Full ROI	C088 and PDC68 | 001 | Full ROI	C088 and PDC68 | 002 | Full ROI	C088 and PDC68 | 003 | Full ROI	C088 and PDC68 | 004 | Full ROI	C088 and PDC68 | 005 | Full ROI	C088 and PDC68 | 006 | Full ROI	C088 and PDC68 | 007 | Full ROI	C088 and PDC68 | 008 | Full ROI	C088 and PDC68 | 009 | Full ROI	C088 and PDC68 | 010 | Full ROI	C088 and PDC68 | 011 | Full ROI	C088 and PDC68 | 012 | Full ROI	C088 and PDC68 | 013 | Full ROI	C088 and PDC68 | 014 | Full ROI	C088 and PDC68 | 015 | Full ROI	C088 and PDC68 | 016 | Full ROI	C088 and PDC68 | 017 | Full ROI	C088 and PDC68 | 018 | Full ROI	C088 and PDC68 | 019 | Full ROI	C088 and PDC68 | 020 | Full ROI	C088 and PDC68 | 021 | Full ROI	C088 and PDC68 | 022 | Full ROI	C088 and PDC68 | 023 | Full ROI	C088 and PDC68 | 024 | Full ROI	C088 and PDC68 | 025 | Full ROI	C088 and PDC68 | 026 | Full ROI	C088 and PDC68 | 027 | Full ROI	C088 and PDC68 | 028 | Full ROI	Slide 8 PDC05 and C041 group A | 001 | Full ROI	Slide 8 PDC05 and C041 group A | 002 | Full ROI	Slide 8 PDC05 and C041 group A | 003 | Full ROI	Slide 8 PDC05 and C041 group A | 004 | Full ROI	Slide 8 PDC05 and C041 group A | 005 | Full ROI	Slide 8 PDC05 and C041 group A | 006 | Full ROI	Slide 8 PDC05 and C041 group A | 007 | Full ROI	Slide 8 PDC05 and C041 group A | 008 | Full ROI	Slide 8 PDC05 and C041 group A | 009 | Full ROI	Slide 8 PDC05 and C041 group A | 010 | Full ROI	Slide 8 PDC05 and C041 group A | 011 | Full ROI	Slide 8 PDC05 and C041 group A | 012 | Full ROI	Slide 8 PDC05 and C041 group A | 013 | Full ROI	Slide 8 PDC05 and C041 group A | 014 | Full ROI	Slide 8 PDC05 and C041 group A | 015 | Full ROI	Slide 8 PDC05 and C041 group A | 016 | Full ROI	Slide 8 PDC05 and C041 group A | 017 | Full ROI	Slide 7 PDC84 and PDC59 group B | 001 | Full ROI	Slide 7 PDC84 and PDC59 group B | 002 | Full ROI	Slide 7 PDC84 and PDC59 group B | 003 | Full ROI	Slide 7 PDC84 and PDC59 group B | 004 | Full ROI	Slide 7 PDC84 and PDC59 group B | 005 | Full ROI	Slide 7 PDC84 and PDC59 group B | 006 | Full ROI	Slide 7 PDC84 and PDC59 group B | 007 | Full ROI	Slide 7 PDC84 and PDC59 group B | 008 | Full ROI	Slide 7 PDC84 and PDC59 group B | 009 | Full ROI	Slide 7 PDC84 and PDC59 group B | 010 | Full ROI	Slide 7 PDC84 and PDC59 group B | 011 | Full ROI	Slide 7 PDC84 and PDC59 group B | 012 | Full ROI	Slide 7 PDC84 and PDC59 group B | 013 | Full ROI	Slide 7 PDC84 and PDC59 group B | 014 | Full ROI	Slide 7 PDC84 and PDC59 group B | 015 | Full ROI	Slide 7 PDC84 and PDC59 group B | 016 | Full ROI	Slide 7 PDC84 and PDC59 group B | 017 | Full ROI	Slide 7 PDC84 and PDC59 group B | 018 | Full ROI	Slide 7 PDC84 and PDC59 group B | 019 | Full ROI	Slide 7 PDC84 and PDC59 group B | 020 | Full ROI	Slide 7 PDC84 and PDC59 group B | 021 | Full ROI	Slide 7 PDC84 and PDC59 group B | 022 | Full ROI
OR5M1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	3	2	1	2	1	2	3	1	5	3	2	1	1	1	1	2	1	3	4	1	2	3	1	1	1	1	2	2	4	2	1	2	9	3	3	2	1	4	4	13	1	1	8	2	1	3	1	1	2	2	1	2	1	1
VASP	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	3	1	2	7	2	2	4	1	1	1	3	1	1	3	6	2	2	1	1	1	1	1	1	6	2	3	6	3	1	1	2	1	5	3	1	3	3	3	5	3	1	2	2	1	1	2	6	1	1	1	1
LACRT	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	5	1	2	4	1	1	4	2	1	2	1	2	2	1	1	1	3	1	1	1	2	1	1	1	1	1	2	1	3	2	1	2	2	2	1	3	4	1	1	4	2	3	1	2	1	2	1	3	2	2	1	1	4	2
FGD1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	2	3	2	2	4	3	2	2	1	1	1	1	1	1	2	1	1	3	3	2	1	1	1	1	3	1	2	1	1	1	4	3	1	4	9	2	3	1	1	3	4	1	1	1	1	1	1	5	1	1	1	2
TRIM11	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	4	2	2	1	1	1	1	4	1	1	2	3	1	1	1	1	1	3	2	4	4	1	1	4	2	1	2	2	1	1	2	1	2	3	1	1	1	1	2	2	1	1	1	1	1
HAND2	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	7	1	2	1	1	1	2	2	1	1	1	1	4	1	1	1	3	2	2	1	1	1	1	1	1	1	2	1	1	3	1	2	3	1	1	7	2	1	2	2	1	2	3	1	1	1	1	3	1	2	1	1	2	1
ROGDI	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	12	11	3	9	2	3	2	10	4	5	2	2	5	5	3	5	3	5	2	4	4	2	1	1	1	1	25	6	16	16	8	10	4	1	3	9	7	5	6	5	4	7	4	2	1	1	1	1	1	3	1	1	2	2
SCN2B	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	6	1	1	2	2	1	2	5	1	1	3	1	1	1	1	1	3	1	1	4	1	2	1	1	1	1	8	3	5	5	1	1	2	2	1	5	6	1	2	4	1	4	1	1	3	1	2	1	1	1	1	1	1	1
SH2D4A	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	3	1	1	2	1	1	2	2	1	2	2	1	2	2	1	2	4	1	2	1	1	3	1	1	1	1	2	1	1	2	3	1	4	2	1	5	2	4	2	1	3	2	3	1	1	4	1	1	1	1	1	1	1	1
SPAG1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	6	1	2	4	1	1	1	1	1	2	2	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	4	1	1	3	2	6	5	11	3	3	3	4	5	3	1	1	2	1	1	1	1	1	1	2	1
CCND1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4	1	1	1	3	2	1	5	1	1	2	1	2	1	1	3	3	1	1	1	2	2	1	1	1	1	5	1	1	3	1	1	7	4	1	2	6	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FCRL1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	1	2	3	1	4	1	1	3	3	1	2	1	1	2	5	6	3	1	2	1	1	1	1	1	1	1	1	3	1	1	4	7	1	4	2	1	2	7	2	4	1	1	1	3	1	1	1	1	1	1	1	1
ANKRD11	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	6	4	1	3	4	1	5	2	1	1	3	1	2	2	2	2	5	7	3	2	3	6	1	1	1	1	9	1	18	11	1	1	6	5	6	6	6	1	4	3	5	4	11	1	2	3	2	2	9	9	1	1	5	5
SPATA12	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	6	1	1	5	1	1	3	2	1	2	1	1	3	2	3	2	1	1	1	1	1	2	1	1	1	1	1	3	4	1	2	1	5	2	2	2	4	1	3	1	4	2	2	1	1	1	1	3	4	4	2	2	1	1
CENPVL3		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	4	1	1	2	1	1	3	6	1	3	5	1	1	2	1	2	5	1	1	1	3	3	1	1	1	1	2	1	2	1	1	1	3	5	2	4	5	1	1	5	4	2	3	1	1	1	1	1	1	1	1	1	1	2
RPL5	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14	17	7	8	5	4	5	6	3	10	9	7	3	5	3	7	3	6	5	7	5	4	5	1	1	1	1	32	14	36	15	2	10	8	7	5	7	6	3	9	5	8	8	6	2	4	1	2	4	3	4	4	4	2	1
LIPH	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	6	1	1	2	1	1	1	1	1	2	1	2	2	1	1	1	4	1	1	1	3	1	1	1	1	1	1	3	1	1	2	3	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	3	1	1	1	2
RBP4	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	2	1	2	1	1	2	1	2	2	2	1	2	1	1	2	4	3	3	1	2	1	1	1	1	1	5	1	5	4	3	1	5	2	1	6	3	2	1	2	6	5	1	3	1	1	3	1	1	1	1	1	1	1
ARF1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	12	13	7	6	5	5	3	11	12	10	11	7	2	4	6	5	6	6	2	8	8	10	4	1	1	1	1	46	11	23	27	3	2	14	11	7	18	10	11	11	5	2	12	14	3	2	1	4	3	2	1	1	4	2	2
DSG4	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	2	1	4	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	2	2	2	1	1	1	1	4	1	1	5	4	1	5	1	1	5	2	1	1	2	3	4	3	1	1	1	2	1	1	3	1	2	1	1
DRC1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	2	2	1	6	1	1	2	3	2	2	1	1	4	3	3	2	1	1	1	1	1	1	1	4	1	1	2	3	2	5	4	1	4	3	3	3	1	2	3	3	2	1	3	1	1	5	5	1	1	1	1
SLC6A2	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	4	3	1	1	1	2	3	2	3	3	9	3	1	1	2	1	3	2	1	3	1	3	1	1	1	1	2	2	2	2	1	7	6	9	1	1	6	1	3	6	1	2	2	1	1	2	1	1	1	2	1	1	1	1
IFT22	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1	3	1	2	1	4	1	1	2	1	1	1	3	1	2	3	2	1	2	1	1	1	1	1	7	2	8	4	1	1	3	6	3	7	5	4	2	1	2	3	1	2	3	1	1	2	4	1	1	1	1	1
C11orf68	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	2	2	4	1	2	4	1	1	1	1	3	1	2	2	2	1	3	1	1	1	1	10	1	5	5	1	1	2	2	1	4	1	3	3	1	1	1	6	1	2	1	4	1	2	1	1	1	1	1
DNAAF10	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	2	2	1	2	3	1	2	1	1	1	1	1	1	3	2	1	2	3	1	1	1	1	1	4	1	2	2	1	1	3	1	3	2	9	1	3	4	1	1	4	1	1	1	1	1	2	1	1	1	1	2
TNFSF8	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	8	1	1	2	1	1	1	3	2	3	1	2	1	1	3	2	2	1	1	1	2	1	1	1	1	1	3	1	6	3	1	3	3	3	1	5	3	1	5	1	1	2	4	1	1	1	4	1	2	1	1	1	1	2
RBM12	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	2	1	1	1	3	2	3	1	1	1	1	3	4	1	1	4	2	2	1	1	1	1	4	1	3	3	1	1	5	3	2	3	3	1	3	1	3	3	1	1	2	3	1	4	1	4	2	6	2	1
LRRTM3	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4	2	1	1	1	1	8	3	2	4	1	1	2	2	2	1	3	2	1	3	1	2	1	1	1	1	5	3	8	7	1	1	2	4	1	5	6	3	2	2	1	4	4	1	2	1	2	1	1	1	1	1	2	2
NCK1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	2	1	5	2	1	4	1	1	2	1	1	1	8	3	1	1	3	5	1	1	1	1	4	3	2	4	1	1	3	3	3	3	4	7	4	3	1	6	2	1	3	1	3	1	1	7	1	1	1	2
CHCHD4	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	2	2	1	2	2	1	4	2	1	2	2	1	2	1	1	1	3	1	1	4	1	1	1	1	1	1	4	1	2	2	2	1	4	5	1	2	3	3	3	6	1	4	1	4	1	3	3	1	5	3	1	1	1	1
CNOT9	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	4	1	1	1	1	1	3	1	2	1	1	1	1	4	1	1	2	2	1	2	1	2	1	1	1	1	1	1	3	5	1	1	3	1	1	2	4	3	2	3	3	7	3	1	1	1	1	1	1	1	1	1	1	1
SUMO2	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	6	2	2	5	5	5	4	3	1	8	3	4	3	5	3	6	2	3	2	6	3	2	1	1	1	1	10	2	8	7	4	1	4	5	5	7	8	1	9	1	2	3	3	1	2	1	1	1	1	1	1	3	1	1
TAF7	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	8	2	2	1	1	6	4	4	8	1	1	2	2	2	2	2	6	2	1	2	2	3	1	1	1	1	12	2	9	10	6	3	4	5	1	4	5	1	4	1	5	3	8	3	3	1	1	1	1	3	2	1	2	1
FKBP2	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11	8	5	1	9	2	1	4	8	5	5	3	4	4	1	1	3	5	2	4	6	5	4	1	1	1	1	27	4	20	19	4	5	7	10	3	5	3	6	14	2	3	7	10	2	3	2	2	2	1	1	1	1	5	4
ELP3	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	6	5	2	3	1	1	5	4	3	5	2	4	3	2	1	1	2	1	5	2	2	6	1	1	1	1	14	2	6	10	1	2	2	40	3	9	4	4	2	5	4	6	3	1	1	1	1	1	1	3	1	1	5	1
CLBA1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	2	1	3	2	1	2	2	1	1	1	1	4	2	3	1	1	1	2	1	1	1	1	6	2	2	1	1	2	3	4	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2
GRK1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	5	2	1	2	1	1	3	1	1	3	1	1	3	1	1	1	1	1	4	1	1	1	1	1	1	1	3	1	1	1	6	1	6	1	2	1	2	2	3	3	1	1	1	1	1	1	1	2	2	1	1
BCDIN3D	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	3	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2
EN1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	3	1	4	1	1	8	4	2	3	1	1	3	1	3	1	3	1	1	1	2	1	1	1	1	1	2	2	1	2	1	1	8	4	2	1	3	1	1	4	3	1	4	1	1	2	1	1	2	2	1	1	1	2
TMEM177	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	1	1	2	1	2	1	3	3	1	1	1	2	1	1	2	1	1	1	4	3	1	1	1	1	1	2	3	1	1	1	1	3	2	4	1	1	4	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2
CPLX4	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	4	3	1	1	1	1	4	3	1	6	1	1	1	4	1	1	4	1	1	2	3	3	1	1	1	1	2	3	2	3	1	1	5	1	2	4	2	2	2	3	2	3	2	1	1	1	1	1	4	1	1	1	1	1
DDX39B	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	3	4	1	4	1	2	3	1	1	4	2	4	3	1	1	1	6	2	2	1	3	6	1	1	1	1	5	3	12	8	4	5	5	3	1	4	3	3	1	1	2	3	9	1	1	1	1	1	1	2	2	1	1	2
CD8B	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	2	1	2	5	4	2	2	2	1	2	1	1	1	2	1	1	2	1	2	1	1	1	1	3	2	1	1	1	1	3	4	2	5	5	3	3	3	1	3	3	1	3	1	2	1	2	1	1	1	2	1
CDH22	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	7	4	1	1	1	1	4	1	2	2	1	2	2	2	1	1	1	3	1	2	3	1	1	1	1	1	9	1	2	5	2	6	7	1	1	4	4	1	5	6	1	3	6	1	1	1	2	1	2	1	1	1	1	1
MAX	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	3	2	3	2	1	3	1	4	1	7	1	1	1	1	2	3	3	1	4	1	1	1	1	1	1	9	8	4	7	3	3	6	5	4	5	9	3	1	2	3	7	3	1	1	1	1	1	2	1	1	1	3	2
DAAM2	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	5	2	1	2	1	1	3	1	1	2	1	1	1	1	2	1	1	1	1	1	4	2	5	4	8	2	5	3	2	2	4	1	1	2	2	1	1	1	1	1	1	1	1	4	1	1	1	1
SYT6	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	6	2	2	3	1	1	2	1	1	7	3	1	1	1	1	1	3	3	1	2	1	1	1	1	1	1	3	1	3	2	1	1	3	3	4	3	6	3	4	5	3	2	6	2	1	1	1	1	1	2	2	1	1	1
OCA2	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	1	1	1	1	1	4	1	1	3	2	1	2	2	1	3	5	1	1	3	3	4	1	1	1	1	5	2	3	1	1	6	6	6	1	8	4	3	4	10	4	5	5	2	1	3	4	2	8	8	2	2	6	1
ZNF124	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	5	5	1	3	1	1	3	1	1	3	4	1	3	2	1	2	2	1	1	1	5	2	1	1	1	1	2	1	1	2	3	1	3	1	2	6	4	2	1	4	1	1	3	3	1	1	1	3	3	1	1	1	1	1
LGALS3	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	3	1	2	4	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	5	3	2	2	1	1	2	3	1	4	5	1	2	2	1	3	1	1	4	1	1	1	2	1	1	1	1	1
PAQR5	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	2	5	1	2	1	3	3	1	1	5	3	1	4	1	1	1	2	1	4	1	2	2	1	1	1	1	4	1	3	1	2	1	4	3	1	3	2	2	4	6	1	8	3	2	1	1	1	1	3	1	1	1	1	1
TTYH1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24	19	5	1	10	5	5	5	4	4	8	14	10	1	8	3	5	10	9	1	3	9	4	1	1	1	1	31	6	28	20	9	11	11	9	4	9	16	4	7	3	5	12	4	3	6	4	4	4	3	2	2	3	2	8
SPA17	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	8	2	2	1	1	1	8	1	1	1	1	1	1	5	1	1	3	1	1	1	3	2	1	1	1	1	4	1	5	6	2	2	10	2	2	4	2	4	1	2	5	5	5	1	2	1	1	1	1	3	1	1	1	3
ZNF12	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	3	1	1	3	3	1	4	1	1	5	1	1	4	3	1	1	3	3	3	3	1	2	1	1	1	1	4	2	2	4	1	3	4	4	3	9	7	1	7	2	2	4	3	1	1	1	1	1	1	1	1	1	1	2
BRINP1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4	1	1	3	1	1	2	1	1	2	1	1	1	1	1	2	2	3	1	1	1	1	1	1	1	1	7	1	4	2	1	1	4	1	3	2	5	4	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2
UBAC2	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	5	1	1	4	1	2	3	3	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	5	1	4	4	1	2	3	3	1	4	7	1	5	4	2	2	1	1	1	1	1	1	2	1	1	1	1	1
